transaction_id,user_id,asset_id,date_key,timestamp,transaction_type,side,quantity,price,gross_value,fee,net_value,status,payment_method,device_type,is_injected_anomaly,injected_typology
TX_85E2DA2A3115,USR_03246,BTC,20260801,2026-08-01 16:33:14+05:30,TRADE,SELL,0.00548771,8007945.9523,43945.26,65.92,43879.34,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_7A1126DA5332,USR_08846,USDT,20260801,2026-08-01 16:49:48+05:30,TRADE,SELL,747.64184162,89.6017,66989.98,100.48,66889.5,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_B3ADF6BBEFD7,USR_08279,XRP,20260801,2026-08-01 17:08:16+05:30,TRADE,BUY,757.92099245,51.6381,39137.6,58.71,39196.31,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_14E4C7BA36D2,USR_08989,BTC,20260801,2026-08-01 19:28:10+05:30,WITHDRAWAL,,0.00659889,7743359.6807,51097.57,25.0,51072.57,COMPLETED,NEFT,MOBILE_APP,False,
TX_1E707C6E5ECD,USR_00516,BTC,20260801,2026-08-01 20:26:58+05:30,TRADE,BUY,0.0102468,7745089.3533,79362.38,119.04,79481.42,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_0F5089C08864,USR_09952,USDT,20260801,2026-08-01 20:32:18+05:30,TRADE,SELL,611.16491178,89.4454,54665.89,82.0,54583.89,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_E6A550A09031,USR_09077,USDT,20260801,2026-08-01 21:01:00+05:30,TRADE,BUY,87.57346655,89.5986,7846.46,11.77,7858.23,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_B2A0430708F1,USR_03006,XRP,20260801,2026-08-01 21:20:45+05:30,TRADE,SELL,808.48880251,51.1945,41390.18,62.09,41328.09,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_ANO_VEL_5E14A13D,USR_01869,USDT,20260801,2026-08-01 21:53:13+05:30,TRADE,BUY,100.0,89.5,8950.0,13.42,8963.42,COMPLETED,INTERNAL_MATCH,API_KEY,True,VELOCITY_BURST
TX_B6B848396CBC,USR_00767,USDT,20260801,2026-08-01 21:58:57+05:30,WITHDRAWAL,,850.28611648,89.509,76108.26,10.0,76098.26,COMPLETED,NEFT,WEB_PORTAL,False,
TX_1AD95A900E81,USR_00738,SOL,20260801,2026-08-01 22:27:15+05:30,WITHDRAWAL,,36.99920051,15839.8374,586061.32,25.0,586036.32,COMPLETED,ON_CHAIN_TRANSFER,WEB_PORTAL,False,
TX_8BED62DC97F9,USR_04328,POL,20260801,2026-08-01 22:38:10+05:30,TRADE,BUY,1209.96091853,43.243,52322.34,78.48,52400.82,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_2403C0EED3E1,USR_03846,SOL,20260801,2026-08-01 22:42:40+05:30,TRADE,SELL,4.46948439,15757.3478,70427.22,105.64,70321.58,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_E1D64D64C9A3,USR_03860,BTC,20260801,2026-08-01 23:49:05+05:30,TRADE,SELL,0.00037162,8143333.7582,3026.23,4.54,3021.69,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_4CBC47751087,USR_03299,BTC,20260801,2026-08-01 23:54:39+05:30,TRADE,SELL,7.749e-05,7786644.2321,603.38,0.91,602.47,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_FB16313109EF,USR_07070,BTC,20260801,2026-08-02 00:00:56+05:30,TRADE,SELL,0.00690103,8003137.9063,55229.9,82.84,55147.06,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_4AB8EA69B5FC,USR_04329,XRP,20260801,2026-08-02 00:18:40+05:30,TRADE,SELL,763.98554376,51.604,39424.71,59.14,39365.57,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_D683494E0077,USR_02120,BTC,20260801,2026-08-02 00:48:02+05:30,TRADE,SELL,0.00574783,7734243.954,44455.15,66.68,44388.47,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_4BC5CD06AB18,USR_03566,ETH,20260801,2026-08-02 01:19:30+05:30,TRADE,SELL,0.02781527,307517.0269,8553.67,12.83,8540.84,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_03D3937359B6,USR_01846,USDT,20260801,2026-08-02 03:36:41+05:30,WITHDRAWAL,,5658.95390051,89.5498,506758.19,10.0,506748.19,COMPLETED,NEFT,API_KEY,False,
TX_D4C20658EEB7,USR_00495,BTC,20260801,2026-08-02 04:19:49+05:30,TRADE,SELL,0.00033265,8107740.0599,2697.06,4.05,2693.01,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_FC15543E8340,USR_01301,ETH,20260802,2026-08-02 08:06:07+05:30,TRADE,BUY,0.0136485,307604.4244,4198.34,6.3,4204.64,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_EACCA4D65F89,USR_02578,BTC,20260802,2026-08-02 08:15:07+05:30,DEPOSIT,,0.00312924,8049238.2364,25187.96,0.0,25187.96,COMPLETED,IMPS,MOBILE_APP,False,
TX_95E83FC56B11,USR_08293,BTC,20260802,2026-08-02 08:49:08+05:30,WITHDRAWAL,,0.004632,7665779.4225,35507.87,25.0,35482.87,COMPLETED,NEFT,MOBILE_APP,False,
TX_F646F3098A08,USR_00455,BTC,20260802,2026-08-02 11:14:41+05:30,WITHDRAWAL,,0.00686527,7552049.8849,51846.89,25.0,51821.89,COMPLETED,NEFT,MOBILE_APP,False,
TX_DED9EEA6EC28,USR_01299,BTC,20260802,2026-08-02 13:40:27+05:30,TRADE,SELL,0.00628854,7623706.6835,47941.97,71.91,47870.06,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_6A663BB37134,USR_04104,USDT,20260802,2026-08-02 13:54:33+05:30,TRADE,SELL,50.67966248,89.3826,4529.88,6.79,4523.09,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_FC63089D8D29,USR_03134,BTC,20260802,2026-08-02 15:25:50+05:30,DEPOSIT,,0.0055502,7809490.2684,43344.25,0.0,43344.25,COMPLETED,IMPS,MOBILE_APP,False,
TX_79F72B78F487,USR_00070,BTC,20260802,2026-08-02 15:50:18+05:30,DEPOSIT,,0.00470341,7559645.1325,35556.09,0.0,35556.09,COMPLETED,NEFT,MOBILE_APP,False,
TX_9FBE6D05C8E9,USR_03805,SOL,20260802,2026-08-02 16:20:33+05:30,TRADE,BUY,0.10022887,16777.4013,1681.58,2.52,1684.1,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_4E18C51AD7BB,USR_07561,ETH,20260802,2026-08-02 17:13:12+05:30,TRADE,SELL,2.53919978,298163.2668,757096.1,605.68,756490.42,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_78D3CCB2D5C6,USR_05660,ETH,20260802,2026-08-02 17:39:38+05:30,WITHDRAWAL,,0.0057762,289311.4189,1671.12,25.0,1646.12,FAILED,NEFT,MOBILE_APP,False,
TX_F661341FEAC3,USR_08579,BTC,20260802,2026-08-02 18:18:59+05:30,WITHDRAWAL,,0.0187981,7575399.9851,142403.16,25.0,142378.16,COMPLETED,ON_CHAIN_TRANSFER,API_KEY,False,
TX_E2047160E7E1,USR_05736,BTC,20260802,2026-08-02 18:19:31+05:30,TRADE,SELL,0.00610461,7480802.5323,45667.39,68.5,45598.89,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_3234BCF03E81,USR_02164,USDT,20260802,2026-08-02 19:33:34+05:30,TRADE,BUY,6011.81079059,89.541,538303.55,430.64,538734.19,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_DC5BD8F653A2,USR_08070,ETH,20260802,2026-08-02 20:16:31+05:30,TRADE,SELL,0.13065853,301817.7315,39435.06,59.15,39375.91,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_38F86C700A4D,USR_04632,BTC,20260802,2026-08-02 21:18:15+05:30,WITHDRAWAL,,0.00842137,7997521.6801,67350.06,25.0,67325.06,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_E24E1E1B13A0,USR_05094,POL,20260802,2026-08-02 21:37:46+05:30,TRADE,BUY,8080.90564926,49.5534,400436.35,320.35,400756.7,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_ANO_VEL_CCD948BC,USR_03193,USDT,20260802,2026-08-02 22:11:35+05:30,TRADE,BUY,100.0,89.5,8950.0,13.42,8963.42,COMPLETED,INTERNAL_MATCH,API_KEY,True,VELOCITY_BURST
TX_D5475785BA07,USR_05586,ETH,20260802,2026-08-02 22:14:54+05:30,TRADE,BUY,0.11582792,310938.9468,36015.41,54.02,36069.43,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_D9BE2ED1E553,USR_03372,BTC,20260802,2026-08-02 22:57:33+05:30,WITHDRAWAL,,0.00134021,7884427.1659,10566.79,25.0,10541.79,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_ANO_VEL_109B7F1B,USR_02243,USDT,20260802,2026-08-02 23:40:12+05:30,TRADE,BUY,100.0,89.5,8950.0,13.42,8963.42,COMPLETED,INTERNAL_MATCH,API_KEY,True,VELOCITY_BURST
TX_51777FFD2989,USR_03447,SOL,20260802,2026-08-03 00:08:27+05:30,TRADE,SELL,2.99058259,16571.5604,49558.62,74.34,49484.28,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_55FB1C47883E,USR_07684,ETH,20260802,2026-08-03 01:27:11+05:30,WITHDRAWAL,,0.17006022,307675.3034,52323.33,25.0,52298.33,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_E97239AE799C,USR_05515,ETH,20260802,2026-08-03 03:36:38+05:30,WITHDRAWAL,,0.02519332,298972.4539,7532.11,25.0,7507.11,COMPLETED,ON_CHAIN_TRANSFER,WEB_PORTAL,False,
TX_64C6D39C6663,USR_00974,USDT,20260802,2026-08-03 04:46:55+05:30,TRADE,BUY,87.06026565,89.3295,7777.05,11.67,7788.72,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_BE7E404CF007,USR_03246,BTC,20260802,2026-08-03 04:59:24+05:30,WITHDRAWAL,,0.00563584,7921291.8267,44643.16,25.0,44618.16,COMPLETED,ON_CHAIN_TRANSFER,WEB_PORTAL,False,
TX_972581820687,USR_07987,XRP,20260803,2026-08-03 05:35:18+05:30,DEPOSIT,,103.20324668,55.0223,5678.48,0.0,5678.48,COMPLETED,UPI,MOBILE_APP,False,
TX_47002A50E8C3,USR_05892,USDT,20260803,2026-08-03 06:06:28+05:30,WITHDRAWAL,,360.69524359,89.5571,32302.82,10.0,32292.82,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_533C0BBA2115,USR_07999,USDT,20260803,2026-08-03 06:34:21+05:30,TRADE,SELL,345.41395578,89.454,30898.66,46.35,30852.31,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_32A5C598BB1E,USR_02646,BTC,20260803,2026-08-03 07:33:41+05:30,TRADE,BUY,0.05402909,7933212.8644,428624.27,342.9,428967.17,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_1DDB6DA31E90,USR_04372,ETH,20260803,2026-08-03 08:48:54+05:30,TRADE,BUY,0.01086508,304847.2721,3312.19,4.97,3317.16,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_C797309CFD03,USR_01471,BTC,20260803,2026-08-03 10:07:32+05:30,TRADE,BUY,0.0061143,7990403.4587,48855.71,73.28,48928.99,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_2F52E6351492,USR_00390,BTC,20260803,2026-08-03 10:14:41+05:30,TRADE,SELL,0.0067025,8128914.5717,54484.01,81.73,54402.28,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_570891AE137C,USR_04725,BTC,20260803,2026-08-03 10:15:09+05:30,TRADE,BUY,0.00424165,7742408.8285,32840.61,49.26,32889.87,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_D50A6C8E3B8B,USR_09672,USDT,20260803,2026-08-03 10:38:53+05:30,TRADE,SELL,744.61310374,89.6416,66748.31,100.12,66648.19,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_0FCE85205553,USR_02973,ETH,20260803,2026-08-03 11:15:06+05:30,TRADE,SELL,1.12216343,324680.6747,364344.78,291.48,364053.3,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_ECFB47512094,USR_07707,USDT,20260803,2026-08-03 13:34:30+05:30,WITHDRAWAL,,576.87601889,89.4967,51628.5,10.0,51618.5,COMPLETED,IMPS,MOBILE_APP,False,
TX_B243AE977FBB,USR_02164,USDT,20260803,2026-08-03 15:09:25+05:30,TRADE,BUY,8021.41504587,89.1434,715056.21,572.04,715628.25,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_4996CD4D78F6,USR_02278,BTC,20260803,2026-08-03 15:19:39+05:30,TRADE,SELL,0.000769,7912120.893,6084.41,9.13,6075.28,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_9A48503E8181,USR_06170,USDT,20260803,2026-08-03 15:30:27+05:30,TRADE,BUY,671.25333488,89.4709,60057.64,90.09,60147.73,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_01D82F27AFCF,USR_03366,USDT,20260803,2026-08-03 15:45:46+05:30,DEPOSIT,,59.83463945,89.4893,5354.56,0.0,5354.56,COMPLETED,UPI,MOBILE_APP,False,
TX_96B777367904,USR_03677,ETH,20260803,2026-08-03 17:00:17+05:30,TRADE,BUY,0.07178158,313150.8186,22478.46,33.72,22512.18,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_6BDE3CB74828,USR_06224,SOL,20260803,2026-08-03 17:33:17+05:30,TRADE,BUY,2.93340269,15913.1885,46679.79,70.02,46749.81,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_011CB89AC27B,USR_01862,USDT,20260803,2026-08-03 17:37:54+05:30,TRADE,SELL,572.00173757,89.5502,51222.87,76.83,51146.04,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_331E1159914D,USR_00898,BTC,20260803,2026-08-03 18:23:51+05:30,TRADE,BUY,0.00656688,7660495.747,50305.54,75.46,50381.0,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_1B6551B0115C,USR_03450,USDT,20260803,2026-08-03 18:54:38+05:30,DEPOSIT,,6991.51155363,89.5476,626073.08,0.0,626073.08,COMPLETED,IMPS,WEB_PORTAL,False,
TX_D57A1C1768CD,USR_08548,BTC,20260803,2026-08-03 19:34:17+05:30,DEPOSIT,,0.00102817,7803747.6762,8023.59,0.0,8023.59,COMPLETED,IMPS,MOBILE_APP,False,
TX_ACFF5B2BF995,USR_04330,USDT,20260803,2026-08-03 19:43:04+05:30,TRADE,SELL,46.79151789,89.5626,4190.77,6.29,4184.48,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_B0D02B10D4F6,USR_08473,BTC,20260803,2026-08-03 19:54:55+05:30,TRADE,SELL,0.00441863,8008726.6522,35387.57,53.08,35334.49,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_F6CAFB8D18F7,USR_00586,USDT,20260803,2026-08-03 20:45:20+05:30,TRADE,SELL,44.43361333,89.762,3988.45,5.98,3982.47,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_F6702D37E35B,USR_07472,ETH,20260803,2026-08-03 21:22:35+05:30,TRADE,SELL,1.80112726,309967.7197,558291.31,446.63,557844.68,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_04007DAE199F,USR_00808,BTC,20260803,2026-08-03 21:26:26+05:30,TRADE,SELL,0.00065764,7653691.2443,5033.37,7.55,5025.82,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_7AE810ABADB2,USR_04536,BTC,20260803,2026-08-03 22:17:46+05:30,DEPOSIT,,0.07846065,7977054.8319,625884.93,0.0,625884.93,COMPLETED,UPI,API_KEY,False,
TX_F8DE50D922E3,USR_03480,USDT,20260803,2026-08-03 22:55:10+05:30,WITHDRAWAL,,81.85378123,89.455,7322.23,10.0,7312.23,COMPLETED,NEFT,MOBILE_APP,False,
TX_24B5258A71A8,USR_01233,BTC,20260803,2026-08-03 23:51:25+05:30,DEPOSIT,,0.00262332,8023512.3254,21048.25,0.0,21048.25,COMPLETED,NEFT,MOBILE_APP,False,
TX_305066C8159D,USR_06934,ETH,20260803,2026-08-04 00:13:53+05:30,DEPOSIT,,0.66567732,315784.2908,210210.44,0.0,210210.44,COMPLETED,IMPS,WEB_PORTAL,False,
TX_279AFFDA5145,USR_09096,ETH,20260803,2026-08-04 00:29:23+05:30,TRADE,SELL,0.19710697,316785.5022,62440.63,93.66,62346.97,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_E35D3E56EAE2,USR_08840,USDT,20260803,2026-08-04 00:34:21+05:30,TRADE,BUY,412.16340614,89.7298,36983.34,55.48,37038.82,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_3ACA7BC1DE4C,USR_01003,ETH,20260803,2026-08-04 01:04:38+05:30,TRADE,SELL,0.24013908,309810.2943,74397.56,111.6,74285.96,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_FB5A7397B738,USR_05823,BTC,20260803,2026-08-04 01:09:15+05:30,TRADE,BUY,0.00631075,7626834.2825,48131.06,72.2,48203.26,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_D0B41BA788C6,USR_02749,ETH,20260803,2026-08-04 02:07:54+05:30,TRADE,SELL,1.49922567,306323.4241,459247.94,367.4,458880.54,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_16FBC1A775F8,USR_02405,BTC,20260803,2026-08-04 02:40:17+05:30,WITHDRAWAL,,0.00069924,7558040.4597,5284.91,25.0,5259.91,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_1E3E21C1E3E1,USR_08252,ETH,20260803,2026-08-04 03:06:22+05:30,TRADE,BUY,0.00079222,315570.1039,250.0,0.38,250.38,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_90A683DCD6CE,USR_08608,USDT,20260803,2026-08-04 03:43:31+05:30,TRADE,BUY,5352.81560286,89.6451,479853.69,383.88,480237.57,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_EEFCBDD73D2D,USR_01013,BTC,20260804,2026-08-04 05:42:58+05:30,TRADE,BUY,0.00985622,7751715.1601,76402.62,114.6,76517.22,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_440F616663F9,USR_02255,BTC,20260804,2026-08-04 06:09:09+05:30,TRADE,SELL,0.10258609,7224869.3505,741171.1,592.94,740578.16,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_CD0825B59981,USR_00019,ETH,20260804,2026-08-04 06:25:32+05:30,TRADE,SELL,0.18304958,293309.3297,53690.15,80.54,53609.61,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_B9AF54686C33,USR_01698,BTC,20260804,2026-08-04 06:44:28+05:30,WITHDRAWAL,,0.00670843,7522423.5108,50463.68,25.0,50438.68,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_6FD93740C216,USR_04290,BTC,20260804,2026-08-04 09:51:06+05:30,DEPOSIT,,0.00352154,7578963.0812,26689.6,0.0,26689.6,FAILED,UPI,WEB_PORTAL,False,
TX_5F91DE070374,USR_04652,USDT,20260804,2026-08-04 10:28:23+05:30,TRADE,BUY,151.12035659,89.6054,13541.2,20.31,13561.51,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_9B3F84D9E06A,USR_05797,POL,20260804,2026-08-04 10:48:24+05:30,DEPOSIT,,111.33515915,43.9985,4898.58,0.0,4898.58,COMPLETED,IMPS,MOBILE_APP,False,
TX_D8CB626A133D,USR_08801,USDT,20260804,2026-08-04 11:27:44+05:30,TRADE,BUY,503.83208644,89.5961,45141.39,67.71,45209.1,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_BD76926E2B1B,USR_07170,ETH,20260804,2026-08-04 11:38:20+05:30,DEPOSIT,,0.12042967,296186.1392,35669.6,0.0,35669.6,COMPLETED,NEFT,MOBILE_APP,False,
TX_A738B1F35D6D,USR_02008,USDT,20260804,2026-08-04 12:30:04+05:30,TRADE,BUY,413.71840713,89.7473,37130.11,55.7,37185.81,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_FEF394A5B8EE,USR_04804,ETH,20260804,2026-08-04 13:57:02+05:30,TRADE,SELL,0.1684526,297861.479,50175.54,75.26,50100.28,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_5D3ED3DC830F,USR_07473,POL,20260804,2026-08-04 14:22:52+05:30,TRADE,BUY,38.13035513,43.2296,1648.36,2.47,1650.83,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_DF90E90962BE,USR_06199,BTC,20260804,2026-08-04 14:29:44+05:30,WITHDRAWAL,,0.00353566,7455964.8473,26361.78,25.0,26336.78,COMPLETED,ON_CHAIN_TRANSFER,WEB_PORTAL,False,
TX_3C85CFCFF3E0,USR_08444,BTC,20260804,2026-08-04 14:53:15+05:30,DEPOSIT,,0.03712937,7956402.2287,295416.23,0.0,295416.23,COMPLETED,UPI,API_KEY,False,
TX_0DF9E6C335A6,USR_03656,USDT,20260804,2026-08-04 15:24:28+05:30,TRADE,BUY,274.10543677,89.4906,24529.86,36.79,24566.65,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_7758728CD028,USR_07036,USDT,20260804,2026-08-04 16:42:02+05:30,TRADE,BUY,61.73254864,89.2581,5510.13,8.27,5518.4,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_C06EE5B31858,USR_03823,ETH,20260804,2026-08-04 16:53:05+05:30,TRADE,BUY,0.12880646,314055.836,40452.42,60.68,40513.1,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_FD8D2FC102B5,USR_05020,ETH,20260804,2026-08-04 19:04:02+05:30,TRADE,BUY,0.1393337,285754.1365,39815.18,59.72,39874.9,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_37991B6E83C4,USR_06865,BTC,20260804,2026-08-04 19:20:11+05:30,TRADE,BUY,0.00100205,8170602.5556,8187.34,12.28,8199.62,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_4FF5ED9300E7,USR_03204,BTC,20260804,2026-08-04 21:08:42+05:30,DEPOSIT,,0.00912533,8010609.3728,73099.47,0.0,73099.47,COMPLETED,NEFT,MOBILE_APP,False,
TX_ADA559586C87,USR_00905,USDT,20260804,2026-08-04 21:58:07+05:30,TRADE,SELL,51.19762084,89.5442,4584.45,6.88,4577.57,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_2AACC8382AFE,USR_09369,SOL,20260804,2026-08-04 22:15:11+05:30,TRADE,SELL,28.39583515,14483.7022,411276.82,329.02,410947.8,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_58F42166C21E,USR_05278,ETH,20260804,2026-08-05 00:05:20+05:30,DEPOSIT,,2.02486374,308933.7117,625548.67,0.0,625548.67,COMPLETED,UPI,WEB_PORTAL,False,
TX_53657DDCE6A9,USR_05106,SOL,20260804,2026-08-05 01:17:53+05:30,DEPOSIT,,45.45348757,16702.3111,759178.29,0.0,759178.29,COMPLETED,UPI,WEB_PORTAL,False,
TX_CBB4F6BDA070,USR_06771,BTC,20260804,2026-08-05 02:02:12+05:30,TRADE,SELL,0.00057533,7485325.6893,4306.52,6.46,4300.06,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_423CFA1FFF53,USR_08571,USDT,20260804,2026-08-05 02:38:37+05:30,TRADE,SELL,68.94458893,89.3197,6158.11,9.24,6148.87,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_0C20807BA67B,USR_02925,SOL,20260804,2026-08-05 03:04:48+05:30,TRADE,SELL,3.48550694,16076.6313,56035.21,84.05,55951.16,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_D4F3105C8D34,USR_00778,POL,20260804,2026-08-05 04:03:04+05:30,DEPOSIT,,1192.22910598,51.1833,61022.22,0.0,61022.22,COMPLETED,NEFT,MOBILE_APP,False,
TX_5A1951AF65F7,USR_01529,USDT,20260804,2026-08-05 04:22:51+05:30,TRADE,BUY,39.95664425,89.5383,3577.65,5.37,3583.02,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_8935890308ED,USR_09467,POL,20260804,2026-08-05 05:26:11+05:30,DEPOSIT,,934.02103358,48.1896,45010.1,0.0,45010.1,COMPLETED,UPI,WEB_PORTAL,False,
TX_06C5B8A2578A,USR_00219,USDT,20260805,2026-08-05 06:21:25+05:30,WITHDRAWAL,,5089.23468748,89.3648,454798.44,10.0,454788.44,COMPLETED,ON_CHAIN_TRANSFER,API_KEY,False,
