anomaly_id,transaction_id,user_id,timestamp,anomaly_type,severity,likelihood,exposure_inr,reason
ANO_GT_000033,TX_ANO_FAL_DB868156,USR_05260,2026-09-12 01:25:19+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 3/6
ANO_GT_000034,TX_ANO_FAL_E98E6D31,USR_05260,2026-09-12 01:28:19+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 4/6
ANO_GT_000035,TX_ANO_FAL_BD882C69,USR_05260,2026-09-12 01:31:19+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 5/6
ANO_GT_000036,TX_ANO_FAL_CA73DBE8,USR_05260,2026-09-12 01:34:19+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 6/6
ANO_GT_000037,TX_ANO_WTH_E6BB488C,USR_08495,2026-09-10 10:04:13+00:00,RAPID_PASS_THROUGH,5,5,658329.07,"Synthetic injection: rapid deposit-to-withdrawal pass-through (₹658,329.07)"
ANO_GT_000038,TX_ANO_FAL_F5531DD9,USR_05975,2026-09-19 18:19:58+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 1/4
ANO_GT_000039,TX_ANO_FAL_1D558CC9,USR_05975,2026-09-19 18:22:58+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 2/4
ANO_GT_000040,TX_ANO_FAL_99574188,USR_05975,2026-09-19 18:25:58+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 3/4
ANO_GT_000041,TX_ANO_FAL_FDF4F8A3,USR_05975,2026-09-19 18:28:58+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 4/4
ANO_GT_000042,TX_ANO_WTH_23F146E8,USR_01201,2026-09-15 15:47:53+00:00,RAPID_PASS_THROUGH,5,5,400530.57,"Synthetic injection: rapid deposit-to-withdrawal pass-through (₹400,530.57)"
ANO_GT_000043,TX_ANO_VEL_CAA26934,USR_04012,2026-09-14 09:22:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000044,TX_ANO_VEL_E4DCB7B7,USR_04012,2026-09-14 09:24:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000045,TX_ANO_VEL_FCA1DC90,USR_04012,2026-09-14 09:26:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000046,TX_ANO_VEL_D88E0176,USR_04012,2026-09-14 09:28:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000047,TX_ANO_VEL_C7C011DE,USR_04012,2026-09-14 09:30:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000048,TX_ANO_VEL_3B4C44A5,USR_04012,2026-09-14 09:32:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000049,TX_ANO_VEL_2C5FC964,USR_04012,2026-09-14 09:34:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000050,TX_ANO_VEL_1D65C252,USR_04012,2026-09-14 09:36:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000051,TX_ANO_VEL_6863D3AB,USR_04012,2026-09-14 09:38:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000052,TX_ANO_VEL_C60E2873,USR_04012,2026-09-14 09:40:01+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000053,TX_ANO_SPK_26806259,USR_02116,2026-08-01 20:34:22+00:00,BASELINE_SPIKE,4,5,49123.91,"Synthetic injection: extreme baseline value spike (₹49,123.91)"
ANO_GT_000054,TX_ANO_VEL_D87B8DE1,USR_01045,2026-09-01 09:58:39+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000055,TX_ANO_VEL_D2221AE3,USR_01045,2026-09-01 10:00:39+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000056,TX_ANO_VEL_F4C49EEA,USR_01045,2026-09-01 10:02:39+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000057,TX_ANO_VEL_A7537F47,USR_01045,2026-09-01 10:04:39+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000058,TX_ANO_VEL_6C16A70A,USR_01045,2026-09-01 10:06:39+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000059,TX_ANO_VEL_0B5BA46C,USR_01045,2026-09-01 10:08:39+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000060,TX_ANO_VEL_540902A5,USR_01045,2026-09-01 10:10:39+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000061,TX_ANO_VEL_3DBD78C9,USR_01045,2026-09-01 10:12:39+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000062,TX_ANO_FEE_6ED38941,USR_04493,2026-08-17 21:57:34+00:00,ABNORMAL_FEE,2,4,11158.95,"Synthetic injection: abnormal fee calculation (₹11,158.95)"
ANO_GT_000063,TX_ANO_WTH_785C0DC4,USR_03863,2026-08-18 08:55:35+00:00,RAPID_PASS_THROUGH,5,5,520706.92,"Synthetic injection: rapid deposit-to-withdrawal pass-through (₹520,706.92)"
ANO_GT_000064,TX_ANO_SPK_30CC8125,USR_09751,2026-09-12 13:00:14+00:00,BASELINE_SPIKE,4,5,32775.67,"Synthetic injection: extreme baseline value spike (₹32,775.67)"
ANO_GT_000065,TX_ANO_WTH_A7571C7B,USR_01275,2026-08-12 19:03:47+00:00,RAPID_PASS_THROUGH,5,5,681028.92,"Synthetic injection: rapid deposit-to-withdrawal pass-through (₹681,028.92)"
ANO_GT_000066,TX_ANO_VEL_36B21368,USR_07500,2026-08-10 22:07:57+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000067,TX_ANO_VEL_E807D747,USR_07500,2026-08-10 22:09:57+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000068,TX_ANO_VEL_248093C2,USR_07500,2026-08-10 22:11:57+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000069,TX_ANO_VEL_45FA4D48,USR_07500,2026-08-10 22:13:57+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000070,TX_ANO_VEL_E9C65FB5,USR_07500,2026-08-10 22:15:57+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000071,TX_ANO_VEL_3BB49D97,USR_07500,2026-08-10 22:17:57+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000072,TX_ANO_VEL_6E494B0C,USR_07500,2026-08-10 22:19:57+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000073,TX_ANO_VEL_55243639,USR_07500,2026-08-10 22:21:57+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 8 tx in 20 mins
ANO_GT_000074,TX_ANO_VEL_5E496078,USR_06576,2026-08-07 04:36:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000075,TX_ANO_VEL_18EA6830,USR_06576,2026-08-07 04:38:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000076,TX_ANO_VEL_3DE88544,USR_06576,2026-08-07 04:40:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000077,TX_ANO_VEL_E81DFB2E,USR_06576,2026-08-07 04:42:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000078,TX_ANO_VEL_35B7EB8A,USR_06576,2026-08-07 04:44:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000079,TX_ANO_VEL_2F2D3DF8,USR_06576,2026-08-07 04:46:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000080,TX_ANO_VEL_264F3078,USR_06576,2026-08-07 04:48:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000081,TX_ANO_VEL_00198168,USR_06576,2026-08-07 04:50:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000082,TX_ANO_VEL_9BAF6F0B,USR_06576,2026-08-07 04:52:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000083,TX_ANO_VEL_72898703,USR_06576,2026-08-07 04:54:54+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 10 tx in 20 mins
ANO_GT_000084,TX_ANO_WTH_17CCB5AF,USR_04706,2026-08-16 16:52:17+00:00,RAPID_PASS_THROUGH,5,5,280988.48,"Synthetic injection: rapid deposit-to-withdrawal pass-through (₹280,988.48)"
ANO_GT_000085,TX_ANO_FAL_04A0377B,USR_09291,2026-09-07 19:40:33+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 1/4
ANO_GT_000086,TX_ANO_FAL_EFE50080,USR_09291,2026-09-07 19:43:33+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 2/4
ANO_GT_000087,TX_ANO_FAL_5E50C51F,USR_09291,2026-09-07 19:46:33+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 3/4
ANO_GT_000088,TX_ANO_FAL_D1347DEB,USR_09291,2026-09-07 19:49:33+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 4/4
ANO_GT_000089,TX_ANO_VEL_A0E7957E,USR_01259,2026-08-03 09:39:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000090,TX_ANO_VEL_6702868E,USR_01259,2026-08-03 09:41:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000091,TX_ANO_VEL_9BB2D8DD,USR_01259,2026-08-03 09:43:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000092,TX_ANO_VEL_970867E4,USR_01259,2026-08-03 09:45:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000093,TX_ANO_VEL_3741F1D0,USR_01259,2026-08-03 09:47:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000094,TX_ANO_VEL_4F134367,USR_01259,2026-08-03 09:49:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000095,TX_ANO_VEL_01C083F2,USR_01259,2026-08-03 09:51:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000096,TX_ANO_VEL_AB764DE6,USR_01259,2026-08-03 09:53:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000097,TX_ANO_VEL_6717C3EF,USR_01259,2026-08-03 09:55:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000098,TX_ANO_VEL_C8B5C8DD,USR_01259,2026-08-03 09:57:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000099,TX_ANO_VEL_36E9839B,USR_01259,2026-08-03 09:59:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000100,TX_ANO_VEL_3481D3AC,USR_01259,2026-08-03 10:01:17+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000101,TX_ANO_SPK_24F9BC64,USR_04461,2026-08-22 13:30:20+00:00,BASELINE_SPIKE,4,5,30905.19,"Synthetic injection: extreme baseline value spike (₹30,905.19)"
ANO_GT_000102,TX_ANO_FAL_9E523C78,USR_03226,2026-09-02 08:44:38+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 1/6
ANO_GT_000103,TX_ANO_FAL_DE61AE20,USR_03226,2026-09-02 08:47:38+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 2/6
ANO_GT_000104,TX_ANO_FAL_514905EF,USR_03226,2026-09-02 08:50:38+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 3/6
ANO_GT_000105,TX_ANO_FAL_A52212D2,USR_03226,2026-09-02 08:53:38+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 4/6
ANO_GT_000106,TX_ANO_FAL_53B8E1F0,USR_03226,2026-09-02 08:56:38+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 5/6
ANO_GT_000107,TX_ANO_FAL_65D59D49,USR_03226,2026-09-02 08:59:38+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 6/6
ANO_GT_000108,TX_ANO_SPK_997C59A2,USR_08871,2026-09-06 02:53:08+00:00,BASELINE_SPIKE,4,5,28986.51,"Synthetic injection: extreme baseline value spike (₹28,986.51)"
ANO_GT_000109,TX_ANO_FAL_D4C9D47E,USR_02445,2026-08-26 21:29:37+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 1/5
ANO_GT_000110,TX_ANO_FAL_B45C93E4,USR_02445,2026-08-26 21:32:37+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 2/5
ANO_GT_000111,TX_ANO_FAL_06AADE96,USR_02445,2026-08-26 21:35:37+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 3/5
ANO_GT_000112,TX_ANO_FAL_DBE2690B,USR_02445,2026-08-26 21:38:37+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 4/5
ANO_GT_000113,TX_ANO_FAL_80CE6F24,USR_02445,2026-08-26 21:41:37+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 5/5
ANO_GT_000114,TX_ANO_SPK_07DB06EB,USR_04104,2026-09-07 17:18:41+00:00,BASELINE_SPIKE,4,5,50212.4,"Synthetic injection: extreme baseline value spike (₹50,212.40)"
ANO_GT_000115,TX_ANO_WTH_29F3833C,USR_01389,2026-08-02 23:11:19+00:00,RAPID_PASS_THROUGH,5,5,259638.54,"Synthetic injection: rapid deposit-to-withdrawal pass-through (₹259,638.54)"
ANO_GT_000116,TX_ANO_FAL_A6F174DF,USR_08201,2026-08-01 23:46:57+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 1/4
ANO_GT_000117,TX_ANO_FAL_20A58CE5,USR_08201,2026-08-01 23:49:57+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 2/4
ANO_GT_000118,TX_ANO_FAL_484EF577,USR_08201,2026-08-01 23:52:57+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 3/4
ANO_GT_000119,TX_ANO_FAL_B03C0872,USR_08201,2026-08-01 23:55:57+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 4/4
ANO_GT_000120,TX_ANO_VEL_55B1B07E,USR_03666,2026-08-15 23:58:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000121,TX_ANO_VEL_83C57438,USR_03666,2026-08-16 00:00:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000122,TX_ANO_VEL_EB46DF21,USR_03666,2026-08-16 00:02:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000123,TX_ANO_VEL_3990BDAB,USR_03666,2026-08-16 00:04:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000124,TX_ANO_VEL_843E691C,USR_03666,2026-08-16 00:06:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000125,TX_ANO_VEL_73C04257,USR_03666,2026-08-16 00:08:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000126,TX_ANO_VEL_6700BAF4,USR_03666,2026-08-16 00:10:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000127,TX_ANO_VEL_177E1A84,USR_03666,2026-08-16 00:12:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000128,TX_ANO_VEL_DDA44739,USR_03666,2026-08-16 00:14:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000129,TX_ANO_VEL_0135C7AC,USR_03666,2026-08-16 00:16:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000130,TX_ANO_VEL_DD02E0D3,USR_03666,2026-08-16 00:18:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000131,TX_ANO_VEL_CCD07E4F,USR_03666,2026-08-16 00:20:47+00:00,VELOCITY_BURST,4,5,8950.0,Synthetic injection: high-velocity burst of 12 tx in 20 mins
ANO_GT_000132,TX_ANO_WTH_A31068B7,USR_02047,2026-08-26 10:10:36+00:00,RAPID_PASS_THROUGH,5,5,451148.66,"Synthetic injection: rapid deposit-to-withdrawal pass-through (₹451,148.66)"
ANO_GT_000133,TX_ANO_FAL_7ECCA83C,USR_03131,2026-09-10 23:31:26+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 1/4
ANO_GT_000134,TX_ANO_FAL_BB2D5305,USR_03131,2026-09-10 23:34:26+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 2/4
ANO_GT_000135,TX_ANO_FAL_A5E65169,USR_03131,2026-09-10 23:37:26+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 3/4
ANO_GT_000136,TX_ANO_FAL_563295BE,USR_03131,2026-09-10 23:40:26+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 4/4
ANO_GT_000137,TX_ANO_SPK_CB0F351F,USR_00825,2026-08-12 06:53:06+00:00,BASELINE_SPIKE,4,5,28446.98,"Synthetic injection: extreme baseline value spike (₹28,446.98)"
ANO_GT_000138,TX_ANO_FAL_2886249F,USR_07194,2026-09-02 19:58:30+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 1/4
ANO_GT_000139,TX_ANO_FAL_F9EBFF38,USR_07194,2026-09-02 20:01:30+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 2/4
ANO_GT_000140,TX_ANO_FAL_3CF80514,USR_07194,2026-09-02 20:04:30+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 3/4
ANO_GT_000141,TX_ANO_FAL_F2F2962E,USR_07194,2026-09-02 20:07:30+00:00,REPEATED_FAILURES,3,4,10000.0,Synthetic injection: repeated failure attempt 4/4
ANO_GT_000142,TX_ANO_FEE_285CE83F,USR_06450,2026-08-13 03:54:02+00:00,ABNORMAL_FEE,2,4,17238.31,"Synthetic injection: abnormal fee calculation (₹17,238.31)"
